Winter.treatment,Origin,Population,MotherID,Spiderling,Photo,Cocoon_number,Oviposition_date,Planned.opening.Date,Planned.opening.time,Opened.by,Actual.opening.date,Actual.opening.time,SCP,Block_ID,Datalogger_ID,Photo.by,Measured.by,Leg.length,Which.leg.,Notes,round,Mother_LegLength_um,MotherMeasuredBy,MotherLegLengthNotes,Exclude
Estonia,France,Mireval,SF18-MirevalW-53,SF18-MirevalW-53_e,n,1,08-09-18,08-05-19,0.375,M. Sheffer,08-05-19,0.383333333,NA,NA,NA,NA,NA,NA,NA,NA,post,8227.59,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-53,SF18-MirevalW-53_f,n,1,08-09-18,08-05-19,0.375,M. Sheffer,08-05-19,0.383333333,NA,NA,NA,NA,NA,NA,NA,NA,post,8227.59,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-53,SF18-MirevalW-53_g,n,1,08-09-18,08-05-19,0.375,M. Sheffer,08-05-19,0.383333333,NA,NA,NA,NA,NA,NA,NA,NA,post,8227.59,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-53,SF18-MirevalW-53_h,n,1,08-09-18,08-05-19,0.375,M. Sheffer,08-05-19,0.383333333,NA,NA,NA,NA,NA,NA,NA,NA,post,8227.59,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_a,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-27.15,C,D,A.Machnis,A.Machnis,587.17,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_b,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-25.73,C,D,A.Machnis,A.Machnis,589.19,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_c,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-27.49,C,D,A.Machnis,A.Machnis,575.63,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_d,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-27.77,C,D,A.Machnis,A.Machnis,582.59,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_e,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-26.18,C,D,A.Machnis,A.Machnis,580.71,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_f,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-27.98,C,D,A.Machnis,A.Machnis,590.33,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_g,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-27.88,C,D,A.Machnis,A.Machnis,588.06,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-56,SF18-MirevalW-56_h,n,1,28-08-18,28-04-19,0.625,J. Balk,28-04-19,0.625,-23.24,C,D,A.Machnis,A.Machnis,575.93,right,NA,post,8025.21,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_a,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-28.23,B,A,A.Machnis,A.Machnis,592.14,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_b,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-26.53,B,A,A.Machnis,A.Machnis,588.88,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_c,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-27.81,B,A,A.Machnis,A.Machnis,557.45,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_d,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-26.17,B,A,A.Machnis,A.Machnis,595.75,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_e,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-26.44,B,A,A.Machnis,A.Machnis,557.1,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_f,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-27.17,B,A,A.Machnis,A.Machnis,564.75,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_g,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-27.4,B,A,A.Machnis,A.Machnis,549.25,right,NA,post,8698.13,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-58,SF18-MirevalW-58_h,n,1,04-09-18,04-05-19,0.625,M. Sheffer,04-05-19,0.625,-22.09,B,A,A.Machnis,A.Machnis,582.92,right,NA,post,8698.13,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_a,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-15.78,B,B,A.Machnis,A.Machnis,588.98,right,NA,post,7493.91,M. Sheffer,NA,yes
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_b,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-27.95,B,B,A.Machnis,A.Machnis,583.3,right,NA,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_c,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-27.75,B,B,A.Machnis,A.Machnis,566.33,right,NA,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_d,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-28.04,B,B,A.Machnis,A.Machnis,590.78,right,NA,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_e,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-28.85,B,B,A.Machnis,A.Machnis,600.14,right,NA,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_f,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-28.14,B,B,A.Machnis,A.Machnis,530.55,right,NA,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_g,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-27.13,B,B,A.Machnis,A.Machnis,568.8,right,NA,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-60,SF18-MirevalW-60_h,n,1,07-09-18,07-05-19,0.375,L. Zander,07-05-19,0.375,-23.46,B,B,NA,NA,NA,NA,not in the box,post,7493.91,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_a,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-26.03,A,D,A.Machnis,A.Machnis,564.74,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_b,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-20.51,A,D,A.Machnis,A.Machnis,587.83,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_c,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-24.83,A,D,A.Machnis,A.Machnis,567.29,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_d,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-29.06,A,D,A.Machnis,A.Machnis,553.35,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_e,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-14.21,A,D,NA,NA,NA,NA,deformed,post,8762.48,M. Sheffer,NA,yes
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_f,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-27.64,A,D,A.Machnis,A.Machnis,533.76,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_g,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-26.68,A,D,A.Machnis,A.Machnis,581.33,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_h,n,1,15-08-18,15-04-19,0.375,M. Sheffer,15-04-19,0.378472222,-14.66,A,D,A.Machnis,A.Machnis,562.51,right,NA,post,8762.48,M. Sheffer,NA,yes
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_a,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-23.7,B,B,A.Machnis,A.Machnis,559.74,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_b,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-25.4,B,B,A.Machnis,A.Machnis,576.95,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_c,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-24.79,B,B,A.Machnis,A.Machnis,585.48,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_d,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-28.62,B,B,A.Machnis,A.Machnis,595.4,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_e,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-24.68,B,B,A.Machnis,A.Machnis,586.76,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_f,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-23.74,B,B,A.Machnis,A.Machnis,597.58,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_g,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-25.76,B,B,A.Machnis,A.Machnis,606.85,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-62,SF18-MirevalW-62_h,n,2,10-09-18,09-05-19,0.375,L. Zander,09-05-19,0.378472222,-26.8,B,B,A.Machnis,A.Machnis,619.39,right,NA,post,8762.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_a,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-25.17,C,A,J. Balk,A.Machnis,929.8,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_b,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-24.76,C,A,J. Balk,A.Machnis,949.9,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_c,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-23.86,C,A,J. Balk,A.Machnis,944.25,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_d,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-23.79,C,A,J. Balk,A.Machnis,941.34,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_e,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-24.8,C,A,J. Balk,A.Machnis,908.73,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_f,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-24.66,C,A,J. Balk,A.Machnis,917.87,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_g,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-16.59,C,A,J. Balk,A.Machnis,941.4,right,NA,post,6845.85,M. Sheffer,NA,yes
France,France,Mireval,SF18-MirevalW-64,SF18-MirevalW-64_h,n,1,11-08-18,11-04-19,0.375,J. Balk,11-04-19,0.385416667,-21.67,C,A,J. Balk,A.Machnis,935.17,right,NA,post,6845.85,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_a,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-25.16,A,B,J. Balk,A.Machnis,925.64,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_b,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-26.36,A,B,J. Balk,A.Machnis,888.86,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_c,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-24.54,A,B,J. Balk,A.Machnis,916.08,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_d,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-26.63,A,B,J. Balk,A.Machnis,967.57,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_e,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-25.13,A,B,J. Balk,A.Machnis,939.96,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_f,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-25.76,A,B,J. Balk,A.Machnis,916.94,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_g,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-25.33,A,B,J. Balk,A.Machnis,933.21,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_h,n,1,11-08-18,11-04-19,0.625,L. Zander,11-04-19,0.604166667,-25.01,A,B,J. Balk,A.Machnis,876.79,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_a,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-23.45,B,C,A.Machnis,A.Machnis,624.31,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_b,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-25.68,B,C,A.Machnis,A.Machnis,611.05,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_c,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-25.41,B,C,A.Machnis,A.Machnis,593.9,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_d,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-26.27,B,C,A.Machnis,A.Machnis,600.96,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_e,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-25.71,B,C,A.Machnis,A.Machnis,585.01,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_f,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-25.44,B,C,A.Machnis,A.Machnis,581.68,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_g,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-25.65,B,C,A.Machnis,A.Machnis,609.35,right,NA,post,9063.45,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-66,SF18-MirevalW-66_h,n,2,19-09-18,19-05-19,0.375,M. Sheffer,19-05-19,0.385416667,-26.45,B,C,A.Machnis,A.Machnis,621.63,right,NA,post,9063.45,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_a,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-27.71,C,B,A.Machnis,A.Machnis,504.02,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_b,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-27.44,C,B,A.Machnis,A.Machnis,540.98,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_c,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-27.99,C,B,A.Machnis,A.Machnis,548,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_d,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-26.77,C,B,A.Machnis,A.Machnis,566.01,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_e,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-28.38,C,B,A.Machnis,A.Machnis,543.3,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_f,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-26.71,C,B,A.Machnis,A.Machnis,586.62,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_g,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-27.37,C,B,A.Machnis,A.Machnis,598.52,right,NA,post,7314.6,M. Sheffer,NA,
Estonia,France,Mireval,SF18-MirevalW-67,SF18-MirevalW-67_h,n,1,03-09-18,03-05-19,0.375,L. Zander,03-05-19,0.375,-28.25,C,B,A.Machnis,A.Machnis,598.02,right,NA,post,7314.6,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_a,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-25.75,A,C,J. Balk,A.Machnis,925.1,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_b,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-25.19,A,C,J. Balk,A.Machnis,964.32,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_c,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-24.6,A,C,NA,NA,NA,NA,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_d,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-23.79,A,C,J. Balk,A.Machnis,909.02,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_e,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-24.59,A,C,J. Balk,A.Machnis,904.42,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_f,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-24.5,A,C,J. Balk,A.Machnis,951.76,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_g,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-24.96,A,C,J. Balk,A.Machnis,936.92,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-69,SF18-MirevalW-69_h,n,1,13-08-18,13-04-19,0.625,M. Sheffer,13-04-19,0.628472222,-24.31,A,C,J. Balk,A.Machnis,944.11,right,NA,post,6980.87,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_a,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-23.53,D,A,A.Machnis,A.Machnis,589.19,right,NA,post,8061.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_b,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-24.84,D,A,A.Machnis,A.Machnis,589.73,right,NA,post,8061.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_c,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-23.66,D,A,A.Machnis,A.Machnis,584.88,right,NA,post,8061.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_d,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-14.41,D,A,A.Machnis,A.Machnis,584.76,right,deformed,post,8061.48,M. Sheffer,NA,yes
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_e,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-23.81,D,A,A.Machnis,A.Machnis,599.83,right,NA,post,8061.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_f,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-24.21,D,A,A.Machnis,A.Machnis,599.93,right,NA,post,8061.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_g,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-24.04,D,A,A.Machnis,A.Machnis,593.65,right,NA,post,8061.48,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-7,SF18-MirevalW-7_h,n,1,08-08-18,08-04-19,0.375,J. Balk,08-04-19,0.375,-11.62,D,A,A.Machnis,A.Machnis,585.75,right,NA,post,8061.48,M. Sheffer,NA,yes
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_a,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-26.48,B,C,A.Machnis,A.Machnis,514.08,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_b,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-27.82,B,C,A.Machnis,A.Machnis,529.01,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_c,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-26.92,B,C,A.Machnis,A.Machnis,500.48,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_d,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-24.45,B,C,A.Machnis,A.Machnis,509.38,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_e,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-28.28,B,C,A.Machnis,A.Machnis,544.13,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_f,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-28.29,B,C,A.Machnis,A.Machnis,536.79,right,deformed,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_g,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-25.88,B,C,A.Machnis,A.Machnis,420.98,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-73,SF18-MirevalW-73_h,n,1,30-08-18,30-04-19,0.625,T. Moeller,30-04-19,0.625,-29.29,B,C,A.Machnis,A.Machnis,495.83,right,NA,post,7369.15,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_a,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-23.76,B,C,A.Machnis,A.Machnis,602.64,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_b,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-24.72,B,C,A.Machnis,A.Machnis,628.04,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_c,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-25.68,B,C,A.Machnis,A.Machnis,624.29,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_d,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-24.99,B,C,A.Machnis,A.Machnis,631.27,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_e,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-24.76,B,C,A.Machnis,A.Machnis,632.19,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_f,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-24.57,B,C,A.Machnis,A.Machnis,627.24,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_g,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,-25.18,B,C,A.Machnis,A.Machnis,632.14,right,NA,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-77,SF18-MirevalW-77_h,n,1,21-08-18,22-04-19,0.625,T. Moeller,22-04-19,0.625,NA,NA,NA,NA,NA,NA,NA,no spider,post,7757.69,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-79,SF18-MirevalW-79_a,n,1,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,8706.57,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-79,SF18-MirevalW-79_b,n,1,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,8706.57,M. Sheffer,NA,
France,France,Mireval,SF18-MirevalW-79,SF18-MirevalW-79_c,n,1,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,NA,NA,NA,NA,post,8706.57,M. Sheffer,NA,
